Interview_ID,Segment_ID,District,Speaker_Role,Code,CSEL_Pillar,CERI_Tier,Severity (0–3),Auto_Classifier_Similarity_Score,Quote (original),Quote (translated)
P03,89.0,"Jaisinghpura, Jaipur Rural",Sita ji / Saroj ji,Access to Food,Food Security,Exposure,3,0.258,Aata pe te jaana chhe desu ko chalo khabali gaye ka toh doodh liye. Ye to hajo khava ek ulta ek baant khava kisi se. Ek taan aapdaan chhopdi roti khavaan. Ek loo ki roti khavaan.,"For flour we had to go to Desu and others — if the cow went somewhere we'd take the milk. For eating — just eating whatever was available, sharing a bite with someone. Eating one thin roti of your own. Eating one hot (loo-cooked) roti."
P03,94.0,"Jaisinghpura, Jaipur Rural",Ram Swaroop ji,Water scarcity/rainfall change,Climate Impacts,Hazard,2,0.161,"Are bhai, koi ki koi parivar ke hi log — matlab parivar ke jaise hamare chacha ji vagairah the na — ek sarkari karmachari tha chacha. Wo university mein toh vo yahan matlab boring karwa ke hod bana ke gaon mein pipeline leke hai na — toh wo humare ko paani bhi nahi bharne deta tha. Ye condition thi hamari.","Oh brother — it was family people themselves — like our uncle and others — one uncle was a government employee. He got a borewell drilled, built a tank, laid a pipeline in the village — and he wouldn't even let us fill water. This was our condition."
P03,99.0,"Jaisinghpura, Jaipur Rural",Sita ji / Saroj ji,Water scarcity/rainfall change,Climate Impacts,Hazard,2,0.29,Ye road aap hi jaate the toh aap hi jaate the. Haan ye road ne dekh lete hai. Bhag gharan dekh lo agar bigar manne par badhiya paani. Ye maan le maine koti chal par bhagon diya paani. Phir bhi mala ho ja. Phir bhi mala bhi aakhde ja bhai aath. Main toh light ek hoon na hi.,"You yourself used to go on this road, you yourself would go. Yes, one can see through this road. Run from the house — look, if it breaks open (the water source opens) there is good water. Say I poured water running on the big tank. Even then it fills up. Even then it barely fills up to eight (units). I am just one person for the light (electricity)."
P03,100.0,"Jaisinghpura, Jaipur Rural",Sita ji / Saroj ji,Water scarcity/rainfall change,Climate Impacts,Hazard,2,0.057,Toh li ta bat na leya jao ch. Te jaan baat naal se bhai light aa jao te baag motor chal jao toh bhale ho paani. Ani kon pe ba de de to kon pe ba de ja. Pe saari kaali tanker mangwa. Pe tanker chale chale na. Pe tanker mangwa ta pe.,"So take that one and go. When brother, when electricity comes and the motor runs then good — there is water. And then who puts it here, who puts it there. The whole night ordering a tanker. Whether the tanker came or not. Order a tanker then."
P03,12.0,"Jaisinghpura, Jaipur Rural",Ram Swaroop ji,Access to Food,Food Security,Exposure,1,0.234,"Ghee vagairah sab. Phir uske baad maine ye bhains vagairah lai. Toh aaram se khud ka doodh hota hai aur yahan se Rs. 80 liter mein dairy mein bhi jata hai sarkari mein. Kabhi 75 kabhi Rs. 80, Rs. 5 extra milta hai kilo pe.","Ghee and everything. Then after that I brought buffalo and all. So comfortably we have our own milk and from here it also goes to the government dairy at Rs. 80 per litre. Sometimes Rs. 75, sometimes Rs. 80 — Rs. 5 extra per kg is also given."
P03,13.0,"Jaisinghpura, Jaipur Rural",Ram Swaroop ji,Access to Food,Food Security,Exposure,0,0.419,"Ghee achha mil raha hai, shuddh khana mil raha hai aur khud ghee hai na, gehun, sabziyan — khud hi aap.","Good ghee is available, pure food is available, and we have our own ghee, wheat, vegetables — all ourselves."
P03,115.0,"Jaisinghpura, Jaipur Rural",Ram Swaroop ji,Institutional / protection gap,Community Risks,Vulnerability,2,0.092,"Kuchh nahi mila. Agar aaya bhi hai na toh ye beech wale hi hai na — jo milne wale hain woh hi le gaye apne paas. Aur vo hai jo vo corona ke liye apan ko samjhati thi, bhi rehti thi — bhai parivar se aisa rehna hai, aisa rehna hai, saaf sukhda rakhna hai, kaanda peena hai, dawai lena hai, ye goli lena hai. Unki vishesh doctor hai, Sani Dara Toor — toh vo poori batati rehti thi ki aisa rehna hai.","Got nothing. Whatever came — the middlemen took it for themselves — those who were meant to get it took it for themselves. And there was that one who used to explain to us about Corona, who used to stay — brother, stay like this with the family, stay like this, keep clean, drink onion water, take medicine, take this pill. Their particular doctor — Sani Dara Toor — she used to keep telling everything about how to stay (healthy)."
P03,16.0,"Jaisinghpura, Jaipur Rural",Ram Swaroop ji,Access to Food,Food Security,Exposure,1,0.314,"Bahut hi badhiya. Kha bhi rahe hain, sell bhi kar rahe hain. Abhi jaise maan lo teen lakh ki fasal maine gehun vagairah taiyar karke piya.","Excellent. We are both eating and selling. Right now, for instance, I have prepared and sold wheat and other crops worth about three lakh rupees."
P03,25.0,"Jaisinghpura, Jaipur Rural",TBS Field Worker,Livelihood,Livelihood Changes,Exposure,1,0.224,"Sita ji ke chehre mein muskaan aur raunak hamesha rehti hai kaam se kyonki inko laga ki ye khud ka kaam hai. Jab aap khud khada ho jaata hai toh aapki badlav nischit aata hai. Aur pehle tanaav tha, jaana padta tha — abhi apne.","Sita ji's face always has a smile and radiance from this work — because she felt that this was her own work. When you stand up on your own feet, change is certain to come. And earlier there was tension, she had to go out — but now it's hers."
P03,26.0,"Jaisinghpura, Jaipur Rural",Sita ji / Saroj ji,Health,Climate Impacts,Exposure,2,0.226,Tension hai mujhe matlab itna ho jaate hai.,The tension I had — it used to affect me that much.
P03,31.0,"Jaisinghpura, Jaipur Rural",Ram Swaroop ji,Livelihood,Livelihood Changes,Exposure,3,0.195,"Main bata raha hun 27 saal se ye banjar padi thi. Toh 20 saal toh usne kar diya, 3 saal ye, aur 4 saal pehle NREGA chali nahi thi.","I am telling you — this land had been lying barren for 27 years. So she did 20 years of NREGA, then 3 years this, and 4 years ago the NREGA wasn't running either."
P03,34.0,"Jaisinghpura, Jaipur Rural",Ram Swaroop ji,Informal/unsafe labour entry,Livelihood Changes,Vulnerability,1,0.133,Tractor yahan se crab mein karke trolley mein baith ke jaate hain. Phir vo paanch rupaye tractor wale ko dete hain phir sau rupaye pachhaas pachanav rupaye inke milte hain — aisa tha.,"From here they would sit in the tractor trolley and go. Then they would give five rupees to the tractor driver, and they would get 100, 50, 95 rupees — that was the situation."
P03,101.0,"Jaisinghpura, Jaipur Rural",Ram Swaroop ji,Water scarcity/rainfall change,Climate Impacts,Hazard,2,0.22,Vo bhi nahi thi hamare paas tanki bhi nahi banati thi vaise nahi thi na. To paani agar laate the to vo baaltiyon mein jaise ye tanki mein hi bharte.,"We didn't have that either — the tank wouldn't be built like that, it wasn't there. So if we brought water we would fill it in buckets — like filling this tank."
P03,158.0,"Jaisinghpura, Jaipur Rural",Ram Swaroop ji,Distress migration,Human Mobility,Exposure,3,0.243,"Haan sunaya nahi — mere yahan pe jaati bhi hai log baag, kahin hai — abhi apne Ramgarh se doosron ka ladka gaya tha jo pehle yeh apne khajano ki rashmi murti moolya mein kaam karta tha. Usko koi laalach deke aur koi bhej diya ki sahab Dubai ki wahan pe woh — wahan pe gaye toh wahan pe woh bakriyan chara raha hai, jaise apne yahan pe bakri jaanwar charate — unke goti oti saaf kar raha hai — yeh kaam kar raha hai. Ab wahan se badi mushkil se woh aaya hai, woh keh raha tha ki wahan pe zindagi narak hai.","Yes I haven't just heard about it — people from here go too — there is a case — just recently a boy from Ramgarh went — who earlier worked here in some craft or value-based work. Someone lured him and sent him saying: sir, in Dubai there — going there he is now grazing goats there — just like grazing goats and animals here — cleaning their pens and sheds — doing this work. Now he has come back from there with great difficulty — he was saying that life there is hell."
P01,75.0,Alwar,Speaker 1,Gendered labour inequity,Livelihood Changes,Vulnerability,1,0.149,"Ki vo kyon nikli, kyon usko adhikar hona? Kay ka adhikar hai? Adhikar kya cheez hoti hai? Tumhen pata nahi hai ki duniya aisi hai. Tum gharon mein usmen bahar nikal rahe ho. Vo bhi ek sochne ka tareeka hai. Hum ye nahi aur vo bhi hai, vo bhi sahi hai. Lekin ye bhi toh ho sakta hai kya hamara samaj surakshit hai nahi ki hum?","Why did she go out, why should she have that right? What kind of right is it? What is a right anyway? Don't you know the world is like this. You are stepping outside from within your homes. That is also a way of thinking. We don't say that — and that view also exists, that is also valid. But can it also be possible — is our society safe, or are we—?"
P03,157.0,"Jaisinghpura, Jaipur Rural",Ram Swaroop ji,Distress migration,Human Mobility,Exposure,3,0.243,Ye bhi koi nahi hai. Ho rahi hai kai logon ke saath mein. Jaise maan lo yahan se behrai hoi hai aap Dubai jao — ab aapko wahan company mein ek job milegi. Lekin wahan pe jaake bakriyan chalani padti hai. Gutter saaf karne padte hain. Aisi bahut vahinkar condition ho rahi hai kai logon ke saath mein.,That (broker/middleman type) is also not here. It is happening with many people. Like say a deaf/deceiving person says: you go to Dubai — now you'll get a job there in a company. But going there you have to tend goats. You have to clean gutters. Such very shameful conditions are happening with many people.
P01,85.0,Alwar,Speaker 1,Water scarcity/rainfall change,Climate Impacts,Hazard,1,0.136,Kyonki ek baar aapne paani ko pakad liya toh aapne bahut saare aayam aap pakad lete hain.,"Because once you have a handle on water, you have a grip on many other dimensions as well."
P01,88.0,Alwar,Speaker 1,Water scarcity/rainfall change,Climate Impacts,Hazard,1,0.148,Pani dikhta nahi hai kyonki vo paisa nahi hai na.,Water is not visible as capital because it is not money.
P03,156.0,"Jaisinghpura, Jaipur Rural",Ram Swaroop ji,Institutional / protection gap,Community Risks,Vulnerability,3,0.269,"Beech mein na toh aapka kuchh sign bhi nahi karenge — vo koi koi mukadma kar de toh bhai phans jaaye. Kuchh sign nahi karte beech mein. Itne chatur aadmi hain. Aapke kha gaye, mere kha gaye. Toh ab vo hamari ye jangir hai na — sab motorcycle pe chal rahe hain aaj bhi. Vo saale Fortuner score mein bhi chal rahe hain. Aur jameeno bhi jameeno bhi kar li unhone — khud ki jameene bacha li aur logon ki kha kha ke aaj four wheeler mein chal rahe hain. Aur badhiya office bana ke jaise Mahindra World City mein office bana liye property ka, AC mein baithe. Gareebon ki kha kha ye condition hai.","In the middle they won't sign anything — if someone files a case against them, brother, they'd be trapped. They don't sign anything in between. Such clever people. They ate yours, they ate mine. So now those in our Jangid community — they're all still on motorcycles. Those scoundrels are driving Fortuners. And they grabbed lands too — saved their own lands and eating others', today they drive four-wheelers. Built nice offices like a property office in Mahindra World City — sitting in AC. Eating the poor — this is the condition."
P03,153.0,"Jaisinghpura, Jaipur Rural",Ram Swaroop ji,Economic and Financial Stress,Economic Conditions,Vulnerability,3,0.134,"Jo bhi jo jo likh raha hai. Jaise maan lo maine 50,000 laaya aur 50,000 bola chhah mahine mein de dunga — nahi mili — laakar mere jaanvar bhaans khol denge bhaiya — bhaans de denge.","Whatever is written. Say I brought 50,000 and said I'll return 50,000 in six months — if not given — they'll come and open my buffalo's tether — they'll take the buffalo."
P01,71.0,Alwar,Speaker 1,Gender based violence (GBV),Community Risks,Vulnerability,1,0.14,"Nahi, kapde pehne hi kyon the isne?",No — why did she wear those clothes at all?
P01,70.0,Alwar,Speaker 2,Gender based violence (GBV),Community Risks,Vulnerability,0,0.199,Kapde aise pehne,She wore such clothes—
P01,6.0,Alwar,Speaker 2,Community adaptation practice,Adaptation,None,0,0.159,Toh uss daur mein unni sau pachhattar pachhasi mein jab paani ka yeh gyaan tantra ek tareeke se jis par dhool jam chuki thi aur usko phir hum dobara se Arun Bharat Sangh ne usko jaagrit kiya aur Johar Tokhar Pagare aise purane purane naam jo kahin sarkari kitabon mein dab chuke the unko phir se unko ubhara aur un naamon ko bolne mein gaurav kiya nahi toh ye ho ki sahab gaon mein johar hai toh bolne mein bhi sharmati thi johar kya hota hai nahi nahi lekin vo gaurav kyon hai usko vo kaam shuru kiya.,"So in that era, between 1975 and '85, when this knowledge-system about water had gathered dust — Tarun Bharat Sangh revived it. Old names like Johar, Tokhar, Pagare — which had been buried somewhere in government books — were revived, and dignity was given to speaking these names. Otherwise what would happen — if there is a 'johar' (traditional pond) in the village, people were even embarrassed to say it. What is a johar? No no — but why is it something to be proud of? That work was begun."
P01,11.0,Alwar,Speaker 2,Water scarcity/rainfall change,Climate Impacts,Hazard,2,0.266,"Ek nayi water policy aati hai jismein pehli baar paani ko as a commodity ghoshit karne ki koshish ki gayi tab humein laga ki Tarun Bharat Sangh ko laga ki agar paani commodity ghoshit kar diya jata hai toh yani uska khareedna aur bechaana bahut aasaan ho jata hai. Achha aur ye khareed aur bechaana sirf paani ke botal tak uski us tak seemit nahi thi ki sahab vo kisi ne das rupaye ka vo theek hai vo le rahe hain. Ye ismein phir saare nadi, naale vo sab include ho jaate hain. Matlab aap bade se bade tala kisi ko bhi bech sakte hain. Bade se badi bechne ka matlab koi aise bheche nahi jaate lekin haan unke adhikar ka upyog agar aapne unko upyog ka adhikar kisi ek vyakti vishesh ya company vishesh ko de diya toh commodity jaise shabdon ke aane se vo bahut aasaan ho jata hai. Ye hua ki nahi ye toh sahi nahi hai toh yani phir humein laga ki policy pe bhi kaam karna padega iss tarah ke agar hum pata hai matlab ye toh privatization of water resources ko ko ja raha hai. Toh ek chhota sa shabd kis tarike se ek chhota sa shabd aap ek usko natural resource se aap usko commodity bhi kar dete hain, commodity se phir vahi cheez vo kaise privatization ka raasta khul jata hai.","A new water policy came, in which for the first time an attempt was made to declare water as a commodity. Then it struck Tarun Bharat Sangh: if water is declared a commodity, then buying and selling it becomes very easy. And this buying and selling was not limited to a bottle of water — like someone buying a ten-rupee bottle, that's okay. All rivers, all streams get included in this. Meaning you can sell the biggest lake to anyone. Selling the biggest doesn't mean physically selling — but if you give usage rights over it to a particular individual or a particular company, then with words like 'commodity' that becomes very easy. This happened — this is not right — meaning we then felt we would also have to work on policy, because this was heading towards privatization of water resources. So this is how a small word — just a small word — can turn a natural resource into a commodity, and from commodity, how the path to privatization opens up."
P01,13.0,Alwar,Speaker 2,Water scarcity/rainfall change,Climate Impacts,Hazard,3,0.162,Ki agar hamari nadiyan hi jinda nahi hongi agar wo aviral aur nirbhar nahi hongi agar nadiyon ki hi zameenon ko hathiya liya jayega toh phir yeh toh hum jis sabhyata aur jinse hum badi badi baatein karte hain wo jeevit bachenge hi kaisi theek hai na. Nadi ko point A se point B tak ke beh ke beech mein bahne wale paani ki tarah agar sirf utna hi aap dekhenge toh toh khatam ho jaayega aur jis desh mein aap aap kareeb karodon logon ki aastha Ganga jaise paani se judi hui ho. Aur mujhe lagta hai ki theek hai ek baar ko tum aastha aur vo sabko bhi hum side mein rakhte hain ek baar. Lekin sawal yeh uthta hai ki nadi jis zameen par behti hai. Voh toh uski hai. Aapko kisne adhikar diya ki uski uski jameen ko kisi aur mein kisi aur ko dene ka. Ya ki sahab vo 100 meter hai toh usko 5 meter hai toh theek hai yahan hum apartment bana lete hain aur aap nadiyon ko sikodte sikodte sikodte aap unko nala bana dete hain. Aur phir jab baadh aa jati hai toh phir aap shor machate hain. Toh iss tarah ke sawal toh iss tarah se Tarun Bharat Singh talab se nadi tak pahuncha.,"If our rivers are not alive, if they are not perennial and free-flowing, if the land of the rivers itself is encroached upon — then this civilization we speak so grandly about, how will it survive? If you look at a river only as water flowing from point A to point B, it will be finished. And in a country where hundreds of millions of people's faith is tied to water like the Ganga — even setting faith aside for a moment: the land on which a river flows — that belongs to it. Who gave you the right to give that land of the river to someone else? Or — it's 100 metres wide so let's make it 5 metres, that's fine, let's build apartments here — and you keep shrinking the rivers until you make them a drain. And then when a flood comes you raise an outcry. So with such questions, Tarun Bharat Sangh moved from ponds to rivers."
P01,16.0,Alwar,Speaker 2,Water scarcity/rainfall change,Climate Impacts,Hazard,2,0.235,"Hum phir west se aate hain idhar center ki taraf toh hamara Jaipur ke aas paas kaam hai. Toh Jaipur ka ilaaka Dhundhadh kahalata hai ye poora jitna hai. Toh Dhundhadh mein khara paani hai ek samasya hai. In jo industrialization badh raha hai, jameenen kam hoti ja rahi hain aur ye sab cheezen toh yahan par hum paani ke muddon ka jo rural Jaipur hai vahan hamara kaam hai. Ye apne aap mein ek alag agro climatic zone hai. Phir aap east ki taraf jab jaate hain toh Chambal ka agro climatic zone jo hai Dholpur aur Bharatpur. Dholpur aur Karauli aur Dholpur. Karoli Dholpur aur usmein Bharatpur mein hamara kaam hai.","Coming from the west towards the centre, our work is around Jaipur. The Jaipur area is called Dhundhadh — all of it. In Dhundhadh, brackish water is a problem. With industrialization increasing, land is decreasing — and on these issues of water in rural Jaipur, that is where our work is. This is itself a separate agro-climatic zone. Then when you go east, there is the Chambal agro-climatic zone — Dholpur and Bharatpur. Dholpur and Karauli and Dholpur. We have work in Karauli, Dholpur, and Bharatpur."
P03,170.0,"Jaisinghpura, Jaipur Rural",Ram Swaroop ji,Health,Climate Impacts,Exposure,2,0.233,"Toh idhar toh ma'am koi kinne chuni hai toh ladies mein hai jo bhi baani. Jets mein bhi hai aise toh TV vagairah. Hota hi hue haan. Nahi nahi saman mein pehle pehle main khane mein yaar gaadi pareshani se dhavaiya toh paani chaad le. Janda pehle kya hai ek hua thi pehle apne kuen the. Toh kuen mein kya hai main dekha hoon jaise upar se billi kabutar ye mar jaate the. Ab auraten jaati na toh vahan pe vo kheenchti thi paani — toh vo balti daal ke vo kheench ke aur usko le aati thi. Toh usmen kabutar hai, saanp hai, billi hai — jo bhi hai na — vo kachra pad jata tha aur bimari hone ka kaaran ye bhi tha.","Here ma'am — whoever is counted — in ladies whatever illness comes. In Jats too there is TB and such. It does happen yes. No no — for things earlier — earlier in food — with difficulty of vehicle troubles one would carry water. What it was earlier — there used to be wells. Now in the wells — I have seen — like from above cats and pigeons would die (fall in). Now when women would go — they would pull the water there — they'd drop the bucket and pull and bring it. In that — pigeon, snake, cat — whatever was there — garbage would fall in — and that too was a reason for illness."
P01,23.0,Alwar,Speaker 2,Community adaptation practice,Adaptation,None,1,0.234,"Ye tumhen je tum Google it out na. Ab toh ghat ke executive hoga. Toh mil jayenge kaafi iss pe likha hua hai ki Rajasthan aur mere khyaal se ye sirf Rajasthan ki baat nahi hai aaj pe chal ye tum kisi bhi state ko jab logi toh abhi cheezen badal gayi hain abhi cheezen badli hain kyunki pehle kya hota tha ki jis ilaake mein samaj ya jo aapka janm ho raha hai. Toh aap uss ilaake ki topography se prabhavit hote the, aap uss ilaake ke climate se prabhavit hote the, aap uss climate aap uss ilaake ke geography se prabhavit hote the. Aur usi ke hisab se aapki aadatein banti thi, aapke vyavhaar banti thi, aapke phir paramparaayen banti thi aur vahi phir aapke ek aap usko lifestyle jeevan shaili bhi ban jaati hain jisko maarneta hai hum kehte hain. Isliye ye jo zones hain isliye toh vo bahut mayne rakhte hain. Agar aapko kisi ko history mein dekhna hai, samajhna hai ki vo kahan se evolve ho ke aaya hai.","You can Google this. Now there will be plenty of content available on it. A lot has been written — about Rajasthan — and I think this is not just about Rajasthan. Apply this to any state today. Things have changed now, because earlier what would happen: the society or the community that was being born in an area — you were influenced by the topography of that area, by the climate of that area, by the geography of that area. And accordingly your habits formed, your behavior formed, your traditions formed, and those then became your lifestyle — what we call 'jeewan shaili.' That is why these zones matter enormously. If you want to see someone historically, understand where they evolved from—"
P01,24.0,Alwar,Speaker 2,Water scarcity/rainfall change,Climate Impacts,Hazard,2,0.082,"Toh kyunki vo vyakti vahan se paida hua hai. Unka apna ek itihaas raha hai. Vo uss jameen par lade hain, mare hain. Achha ladai ka matlab talwar vali bhi ladai ho sakti hai aur ladai ka matlab prakriti se bhi ladai ho sakti hai. Kabhi akal hai, kabhi baadh hai, kabhi banjar jamin hai, kuchh bhi ho sakta hai. Vo usko survive kar raha hai, theek hai na? Toh vo jo jipsa hoti hai na, toh jab aap Jaisalmer jaati hain aur Jaisalmer ke logon se jab aap baat karte hain toh you find that they are so harmful, matlab hospitality toh Western Rajasthan ki toh jaanti ho na kitne meethhe log hain ye sab cheezen hain. Uska ek bada reason hai.","Because that person was born there. They have their own history. They have fought and died on that land. 'Fight' here can mean battle with a sword, but it can also mean fighting nature — sometimes drought, sometimes floods, sometimes barren land, anything. They are surviving it, right? And you know that hospitality — when you go to Jaisalmer and speak to the people there, you find that they are so warm — the hospitality of Western Rajasthan, you know how sweet these people are — all these things are there. There is a big reason for that."
P01,38.0,Alwar,Speaker 2,Economic and Financial Stress,Economic Conditions,Vulnerability,3,0.236,"Aur vahi agar thoda bahut uske paas paani hai aur vah aage jaake usko kaise bhi sinch leta hai, kaise bhi marmara ke karta hai, March mein ole pad jaate hain. Aadhi fasal khatam ho jaati hai toh yahan usne June mein karz liya tha. Wo doob gaya phir usne aur karj liya. Pehle jo kaam sau rupaye mein ho jata tha wo do sau rupaye mein kiya. Do sau rupaye ko usne kaise bhi kar karke usne kiya. Uski teen sau rupaye ki fasal hui toh aadhi fasal vo le mein barbaad ho gayi. Dedh sau rupaye ka wo khatam ho gaya. Uske paas bacha kya? Kyonki jis jisse karja liya hai vo bhi toh apna interest lega. Vo bhi toh maangega. Toh kya toh tumhare paas khane ko bacha? Kya tumhare paas bechne ko bacha? Kya tumhare parivar ke liye bacha?","And even if he has a little water and somehow manages to irrigate, somehow barely makes it work — in March the hailstones fall. Half the crop is finished. So here he took a loan in June. He drowned in it, then took another loan. What earlier cost a hundred rupees, now costs two hundred. He somehow managed those two hundred. His crop came to three hundred rupees worth — but half the crop was destroyed in the hailstones. He was left with 150 rupees. What remained for him? Because the one from whom he took the loan will demand his interest too. He will ask for it. So what is left for you to eat? What is left for you to sell? What is left for your family?"
P01,50.0,Alwar,Speaker 2,Economic and Financial Stress,Economic Conditions,Vulnerability,3,0.281,"Theek hai na? Vo bhi nayi nayi mausami bimariyon ke kaaran unka bhi ekdam aisi mauten hoti hain ki vo pandrah bachche bhi ek raat mein gayab ho jayenge, mar jaate hain, pata bhi nahi chalta hai. Theek hai? Toh hota kya hai? Tumhare paas 100 bheede thi? Toh 100 bheede aaj bhi vo bachche deti hain, ye hota 50 bachchon ki bajay tumhare paas 15 bachche hain, 15 mein se bhi paanch mar gaye, tumhare paas 10 bachche. Tumhare paas abhi kuchh nuksan nahi hua. Tumhari future income le lo. Kyonki vo bachche agle saal tum bhejte. Jab vo pachaas bachche bechte ek hazaar ka bhi rukta jo ki aisa kam se kam teen hazaar ka hota hai agar pachaas bachche bech lete toh dedh lakh tumhari income hoti lekin ab tumhare paas sirf das bachche hain teen ke saath tees hazaar income ho gayi dedh lakh se tees hazaar pe pahunch gaye jo ki agle saal tumhari income hoti. Voh loss tumhara aa gaya.","Right? And because of new seasonal diseases, there are deaths among them too — those fifteen young can disappear in a single night, they die, you don't even know. Right? So what happens? You had 100 sheep. Your 100 sheep still give young today — but instead of 50 young you have 15, and of those 15, five also died — you have 10 young. You have had no loss yet — take your future income. Because those young you would sell next year. When selling those fifty young — even at a thousand each — which is actually at least three thousand — if you sold fifty young your income was one and a half lakhs. But now you only have ten young — at three thousand each — income became thirty thousand. From one and a half lakhs you have come to thirty thousand — which was your income for next year. That loss has hit you."
P01,63.0,Alwar,Speaker 1,Institutional / protection gap,Community Risks,Vulnerability,2,0.172,"Nahi nahi, ye wave vali problem nahi hai, ye toh denial vali problem hai.","No no, this is not a 'wave' problem, this is a denial problem."
P03,165.0,"Jaisinghpura, Jaipur Rural",Sita ji / Saroj ji,Gendered labour inequity,Livelihood Changes,Vulnerability,2,0.13,Ye zyada bimaard hoon. Matki atki unse matki le jao tha anda se khet mein subha le jao tha chara ka chamosa mein. Toh yaad yaad se maine de de jao se phir jaar pakade baith jao saare paani.,"Yes, more sick then. Carrying the pot — take the pot and go — carry it from inside to the field in the morning — for the bundle of fodder. Then with aching body, pour out (the water) and then just sit holding the joints — from all that water carrying."
P03,163.0,"Jaisinghpura, Jaipur Rural",Sita ji / Saroj ji,Informal/unsafe labour entry,Livelihood Changes,Vulnerability,3,0.262,Bhai le jao hai saab ji humein bata hi nahi bhai be kotmal jao hai saab bimaar nahi bhai light gayi. Bimaar bhi jaaye chhe par phir bhi kaam toh karni pade jo khet ko bhi karni pade jo khaaba.,"Brother, take it — sir we don't even say brother — go even without strength sir — not sick brother, the electricity went. Even when sick you go but still work has to be done — the farm work too has to be done — for food."
P03,162.0,"Jaisinghpura, Jaipur Rural",Interviewer,Water scarcity/rainfall change,Climate Impacts,Hazard,2,0.293,"Nahi jab paani ka problem aati hai toh sharir mein aur problems aati hai. Jab aap itna lena paani lene jaate the — pehle pehle ka batao. Pehle ka batao, abhi toh achha hai.","No — when there is a water problem, other problems come in the body. When you used to go so much to fetch water — tell about the earlier time. Tell about before — now it is good."
P03,161.0,"Jaisinghpura, Jaipur Rural",Ram Swaroop ji,Child wellbeing & vulnerability,Impact on Children,Vulnerability,0,0.177,Toh ye system hai aur ladkiyan hain hamare jaise abhi kai yahan se school mein jaati hai Nehra Sarkari school mein jaati hai. Par ye abhi ye hai — ye aisa nahi hai bhai unki saath mein koi galat ya koi chheda chhadi — aisa kuchh bhi problem nahi hai.,So this is the system. And girls — many from here go to school at Nehra Government school. But right now it's not like there is anything wrong done to them or any teasing — there is no such problem.
P03,135.0,"Jaisinghpura, Jaipur Rural",TBS Field Worker,Institutional / protection gap,Community Risks,Vulnerability,2,0.246,"Aur ya 15 ko toh vo apne se pehle se vo maan ke baithte hain ki humko bahanebaazi kyunki vo bachne ke liye — ki bhaiya inke liye aaya hai inke liye aaya hai — aur utna hi vo kar lete hain. Toh unke paas hota bhi nahi aur jo form pehle laga diya toh unko de diya, nahi toh unko nahi. Toh vo problem jo aap aankud mein baat karte hain na — toh vo sarkar aankud mein isi hi baat karte khel karte hain. Ki humne iss kisaanon ko karj maaf kar diya itna.","And even those 15 — they sit already thinking they have an excuse — because to protect themselves — 'brother this came for these people, it came for these people' — and they only do that much. So they also don't have enough and whoever filed the form first, they gave to them, otherwise not. So the problem you speak about in data — the government plays this same game in data — 'we waived this much loan for this many farmers.'"
P01,181.0,Alwar,Speaker 1,Institutional / protection gap,Community Risks,Vulnerability,2,0.26,"Bhai ye bhi toh ho sakta hai na? Aap keh do ki kisi gaanv mein iss gaanv mein toh paani nahi hai, 50 ghar mein paani nahi hai aur vo ho raha hai. Aur usi jal jan jeevan mission pe usi ka har ghar jan dikha raha hai, 100% certification hai. Toh aapke bhi sawal bole, sarkari aapke peeche pad gayi. Kahan se keh diya tumne? Kaisi credibility hai? Kaisi keh sakte ho tum ye? Phir tum kahoge ki sahab humne hamara source vo hai. Vo kaisi credible source hai? Toh vo sawal. Data kya ho sakta hai vo toh vo toh shayad hum dekh sakte hain. Data credible kitna hoga ki hum usko use kar sakte hain vo bhi ek bada.","Brother, this can also happen — you say there is no water in this village, in 50 homes there is no water, and this is happening. But on Jal Jeevan Mission, it shows har ghar jal — 100% certification. Then questions come to you too, the government is after you. Where did you say that from? What credibility? How can you say this? Then you say: sir, our source is this. What kind of credible source is that? So that question. What data can be — perhaps we can see that. How credible will the data be so that we can use it — that is also a big matter."
P01,189.0,Alwar,Speaker 1,Institutional / protection gap,Community Risks,Vulnerability,1,0.288,"But mujhe lagta hai ki agar public policy koi padh raha hai aur usko policy kaise banti hai, policy ka kagaz kaise banta hai, toh JJM padhna chahie. Jameen pe kya hua vo ek alag cheez hai. Kyonki again public policy jab hoti hai toh document aur implement. And as a document it's wonderful document. Sachchi gaali de rahi hun. Mere lagta hai ki bas yahi pura samatamulak samaj ka nirman isi kagaz se ho jaayega.","But I feel — if someone is studying public policy and wants to understand how policy is made, how a policy document is written, they should read JJM. What happened on the ground is a separate matter. Because again — public policy has two parts — document and implement. And as a document, it's a wonderful document. Honestly, I feel like cursing. I feel like just this one paper will build the entire equitable society."
P02,5.0,Alwar,P02,Gendered labour inequity,Livelihood Changes,Vulnerability,2,0.279,"Unhone Johar ki jo importance thi — pyaas ek purush ko bhi utni hi lagti hai aur mahila ko bhi utni hi lagti hai. This is the concept that he understood. And that's something, that's the beauty — and they knew ki pyaas dono ko lagti hai. Lekin iss kaam ke liye mahilaon ko involve karne mein energy double lagne vali hai. But unhone kiya.","They understood the importance of the Johar — thirst is felt as much by a man as by a woman. This is the concept that he understood. And that's something, that's the beauty — and they knew that thirst is felt by both. But to involve women in this work would take double the energy. But they did it."
